id,Name,Address,Lat,Long,Number of Ratings,Restaurant Rating,Type of Restaurant,Number of Bookmarks,Price Range,Phone Number,Website,Instagram,Facebook,Timetable,url,Total Work Hours,Days Open,Average Daily Hours,Total Social Media,Has Social Media,Popularity
616,Abrazzas,"Calle de la Oca, 26, Madrid, Spain, 28025",40.389662,-3.734081,7.0,3.5,[],5,2,+34-919111764,1,0,1,"{'Monday': '09:00 - 00:30', 'Tuesday': '09:00 - 00:30', 'Wednesday': '09:00 - 00:30', 'Thursday': '09:00 - 00:30', 'Friday': '09:00 - 00:30', 'Saturday': '09:00 - 00:30', 'Sunday': '09:00 - 00:30'}",https://www.happycow.net/reviews/abrazzas-madrid-239829,108.5,7.0,15.5,2,1,0.3008510638297872
618,Pizza y Gatos,"Av del Marqués de Corbera, 9, Madrid, Spain, 28017",40.423505,-3.655407,3.0,4.0,"['Italian', 'Mediterranean', 'European']",10,2,+34-910270270,1,0,1,"{'Monday': '19:30 - 23:00', 'Tuesday': '13:30 - 16:30, 19:30 - 23:00', 'Wednesday': '13:30 - 16:30, 19:30 - 23:00', 'Thursday': '13:30 - 16:30, 19:30 - 00:00', 'Friday': '13:30 - 16:30, 19:30 - 00:00', 'Saturday': '13:30 - 16:30, 19:30 - 00:00', 'Sunday': '13:30 - 16:30, 19:30 - 00:00'}",https://www.happycow.net/reviews/pizza-y-gatos-madrid-233146,46.5,7.0,6.64,2,1,0.2541843971631206
619,Colette Bakery,"Av. de Córdoba, 25, Madrid, Spain, 28026",40.382371,-3.697186,1.0,5.0,[],0,0,+34-916216194,1,1,1,"{'Monday': '07:30 - 17:30', 'Tuesday': '07:30 - 17:30', 'Wednesday': '07:30 - 17:30', 'Thursday': '07:30 - 17:30', 'Friday': '07:30 - 17:30', 'Saturday': '08:30 - 15:00', 'Sunday': 'Closed'}",https://www.happycow.net/reviews/colette-bakery-madrid-318642,56.5,6.0,8.07,3,1,0.32751773049645394
620,Sanabowl,"Ave Donostiarra 3, Local 3, Madrid, Spain, 28027",40.435327,-3.658996,1.0,4.0,"['International', 'Western', 'Fusion']",1,2,+34-910442504,1,1,1,"{'Monday': '12:30 - 17:00, 19:30 - 23:30', 'Tuesday': '12:30 - 17:00, 19:30 - 23:30', 'Wednesday': '12:30 - 17:00, 19:30 - 23:30', 'Thursday': '12:30 - 17:00, 19:30 - 23:30', 'Friday': '12:30 - 17:00, 19:30 - 23:30', 'Saturday': '12:30 - 17:00, 19:30 - 23:30', 'Sunday': '12:30 - 17:00, 19:30 - 23:30'}",https://www.happycow.net/reviews/sanabowl-madrid-369188,59.5,7.0,8.5,3,1,0.17529655759865195
621,Pizzería Carlos ,"C. de Alcalá, 238, Madrid, Spain, 28027",40.431766,-3.656941,1.0,3.0,['Italian'],0,1,+34-911954554,1,1,1,"{'Monday': '13:00 - 16:00, 19:30 - 00:00', 'Tuesday': '13:00 - 16:00, 19:30 - 00:00', 'Wednesday': '13:00 - 16:00, 19:30 - 00:00', 'Thursday': '13:00 - 16:00, 19:30 - 00:00', 'Friday': '13:00 - 17:00, 19:30 - 01:00', 'Saturday': '13:00 - 17:00, 19:30 - 01:00', 'Sunday': '13:00 - 17:00, 19:30 - 00:00'}",https://www.happycow.net/reviews/pizzeria-carlos-madrid-407615,57.5,7.0,8.21,3,1,0.2968631372331167
622,Pizzería Carlos - Calle Alcala,"C de Alcalá, 238, Madrid, Spain, 28027",40.431766,-3.656941,1.0,4.0,"['Italian', 'European']",0,2,+34-911954554,1,1,1,"{'Monday': '13:30 - 16:00, 19:30 - 23:30', 'Tuesday': '13:30 - 16:00, 19:30 - 23:30', 'Wednesday': '13:30 - 16:00, 19:30 - 23:30', 'Thursday': '13:30 - 16:00, 19:30 - 23:30', 'Friday': '13:30 - 16:00, 19:30 - 23:30', 'Saturday': '13:30 - 16:00, 19:30 - 23:30', 'Sunday': '13:30 - 16:00, 19:30 - 23:30'}",https://www.happycow.net/reviews/pizzeria-carlos-madrid-421211,45.5,7.0,6.5,3,1,0.32803992370794216
623,Salwa Cocina Libanesa,"19 Avenida de Brasil, Madrid, Spain, 28020",40.457484,-3.693665,2.0,3.5,"['Mediterranean', 'Middle Eastern']",1,1,+34-602116270,0,0,0,"{'Monday': '01:00 - 01:30', 'Tuesday': 'Closed', 'Wednesday': 'Closed', 'Thursday': 'Closed', 'Friday': 'Closed', 'Saturday': 'Closed', 'Sunday': 'Closed'}",https://www.happycow.net/reviews/salwa-cocina-libanesa-madrid-340896,0.5,1.0,0.07,0,0,0.26020591448623226
624,Le Pain Quotidien - Capitan Haya,"Poeta Joan Maragall 26, Madrid, Spain, 28020",40.457854,-3.691879,2.0,4.0,"['Mediterranean', 'European']",7,2,+34-917705222,1,0,1,"{'Monday': '08:00 - 20:00', 'Tuesday': '08:00 - 20:00', 'Wednesday': '08:00 - 20:00', 'Thursday': '08:00 - 20:00', 'Friday': '08:00 - 00:00', 'Saturday': '09:00 - 00:00', 'Sunday': '09:00 - 20:00'}",https://www.happycow.net/reviews/le-pain-quotidien-madrid-83343,90.0,7.0,12.86,2,1,0.19418439716312058
625,I Malavoglia,"C. del Camino de los Vinateros, 47, Madrid, Spain, 28030",40.410933,-3.654783,1.0,4.0,['Italian'],2,2,+34-910391636,1,1,1,"{'Monday': 'Closed', 'Tuesday': '13:00 - 16:00, 19:30 - 00:00', 'Wednesday': '13:00 - 16:00, 20:00 - 23:30', 'Thursday': '13:00 - 16:00, 20:00 - 23:30', 'Friday': '13:00 - 16:00, 20:00 - 23:30', 'Saturday': '13:00 - 16:00, 20:00 - 23:30', 'Sunday': '13:00 - 16:00, 20:00 - 23:30'}",https://www.happycow.net/reviews/i-malavoglia-madrid-378185,40.0,6.0,5.71,3,1,0.17418439716312056
626,La Regina Restaurante,"57 Calle del Corazón de María, Madrid, Spain, 28002",40.447209,-3.666802,11.0,4.5,"['Italian', 'Spanish']",16,1,+34-611722139,0,1,0,"{'Monday': '13:00 - 16:00, 20:00 - 23:00', 'Tuesday': '13:00 - 16:00, 20:00 - 23:00', 'Wednesday': '13:00 - 16:00, 20:00 - 23:00', 'Thursday': '13:00 - 16:00, 20:00 - 23:00', 'Friday': '13:00 - 16:00, 20:00 - 23:30', 'Saturday': '13:00 - 16:00, 20:00 - 23:30', 'Sunday': '13:00 - 16:00, 20:00 - 23:00'}",https://www.happycow.net/reviews/la-regina-restaurante-madrid-300132,43.0,7.0,6.14,1,1,0.22941318074921765
627,Parque Café,"C de Víctor de la Serna, 1, Madrid, Spain, 28016",40.45228,-3.674052,1.0,4.0,['Spanish'],0,0,No phone number,0,1,0,"{'Monday': '08:00 - 20:00', 'Tuesday': '08:00 - 20:00', 'Wednesday': '08:00 - 20:00', 'Thursday': '08:00 - 20:00', 'Friday': '08:00 - 20:00', 'Saturday': '08:00 - 20:00', 'Sunday': '08:00 - 20:00'}",https://www.happycow.net/reviews/parque-cafe-madrid-409127,84.0,7.0,12.0,1,1,0.2944454937688647
628,Los Nachos de Oro,"7 Calle Virgen del Portillo, Madrid, Spain, 28027",40.435744,-3.654804,1.0,1.0,['Mexican'],0,2,+34-911557309,1,0,1,"{'Monday': '13:00 - 00:00', 'Tuesday': '13:00 - 00:00', 'Wednesday': '13:00 - 00:00', 'Thursday': '13:00 - 00:00', 'Friday': '13:00 - 00:00', 'Saturday': '13:00 - 00:00', 'Sunday': '13:00 - 00:00'}",https://www.happycow.net/reviews/los-nachos-de-oro-madrid-243261,77.0,7.0,11.0,2,1,0.28836879432624113
630,Comic Planet,"Av. de Alberto de Alcocer, 5, Madrid, Spain, 28036",40.459473,-3.688585,2.0,4.0,['American'],4,1,+34-915999659,1,0,0,Closed,https://www.happycow.net/reviews/comic-planet-madrid-227889,0.0,0.0,0.0,1,1,0.2344454937688647
631,Miho Sushi,"C. de Orense, 70, Tetuán, Madrid, Spain, 28020",40.462027,-3.693663,1.0,4.0,['Japanese'],1,2,+34-910494823,1,1,0,"{'Monday': '13:00 - 16:30, 20:00 - 00:00', 'Tuesday': '13:00 - 16:30, 20:00 - 00:00', 'Wednesday': '13:00 - 16:30, 20:00 - 00:00', 'Thursday': '13:00 - 16:30, 20:00 - 00:00', 'Friday': '13:00 - 16:30, 20:00 - 00:00', 'Saturday': '13:00 - 16:30, 20:00 - 00:00', 'Sunday': '13:00 - 16:30, 20:00 - 00:00'}",https://www.happycow.net/reviews/miho-sushi-madrid-399549,52.5,7.0,7.5,2,1,0.1
632,Solidere,"Avenida de Alfonso XIII, 39, Madrid, Spain, 28002",40.452172,-3.667649,2.0,3.0,['Middle Eastern'],0,2,+34-914152107,1,1,1,"{'Monday': 'Closed', 'Tuesday': '13:30 - 16:30, 20:30 - 00:00', 'Wednesday': '13:30 - 16:30, 20:30 - 00:00', 'Thursday': '13:30 - 16:30, 20:30 - 00:00', 'Friday': '13:30 - 16:30, 20:30 - 00:00', 'Saturday': '13:30 - 16:30, 20:30 - 00:00', 'Sunday': '13:30 - 16:30'}",https://www.happycow.net/reviews/solidere-madrid-335878,35.5,6.0,5.07,3,1,0.28078958576375385
633,The Irish Temple,"Av. de Moratalaz, 123 posterior, Madrid, Spain, 28030",40.406544,-3.649869,4.0,4.0,['American'],5,2,+34-914374966,1,0,1,"{'Monday': '18:00 - 01:00', 'Tuesday': '18:00 - 01:00', 'Wednesday': '18:00 - 01:00', 'Thursday': '18:00 - 01:00', 'Friday': '18:00 - 02:30', 'Saturday': '13:00 - 02:30', 'Sunday': '13:00 - 01:00'}",https://www.happycow.net/reviews/the-irish-temple-madrid-211929,62.0,7.0,8.86,2,1,0.24503860896616858
634,A las Bravas,"C de Josefa Díaz, 4, Puente de Vallecas (at Numancia Market), Madrid, Spain, 28038",40.393526,-3.658137,1.0,5.0,"['American', 'European']",1,0,No phone number,0,1,0,"{'Monday': 'Closed', 'Tuesday': 'Closed', 'Wednesday': 'Closed', 'Thursday': '20:00 - 23:30', 'Friday': '20:00 - 23:30', 'Saturday': '13:00 - 23:30', 'Sunday': '13:00 - 17:00'}",https://www.happycow.net/reviews/a-las-bravas-madrid-405159,21.5,4.0,3.07,1,1,0.3291520841434735
635,PizzaKore,"C. de Josefa Díaz, 4 (at Ground Flr, Mercado Numancia), Madrid, Spain, 28031",40.393439,-3.657673,0.0,0.0,['Italian'],0,2,+34-629404158,0,1,0,"{'Monday': 'Closed', 'Tuesday': 'Closed', 'Wednesday': '08:00 - 22:30', 'Thursday': '20:00 - 23:30', 'Friday': '20:00 - 23:30', 'Saturday': '14:00 - 17:00, 20:00 - 23:30', 'Sunday': '14:00 - 17:00, 20:00 - 22:30'}",https://www.happycow.net/reviews/pizzakore-madrid-357387,33.5,5.0,4.79,1,1,0.29470659037460883
636,Naked and Sated - Estébanez Calderón,"Calle Estébanez Calderón, 3-5, Madrid, Spain, 28020",40.463362,-3.690653,6.0,3.5,"['International', 'Mediterranean', 'European', 'Fusion', 'Spanish']",9,2,+34-914675763,1,0,1,"{'Monday': '08:00 - 00:00', 'Tuesday': '08:00 - 00:00', 'Wednesday': '08:00 - 00:00', 'Thursday': '08:00 - 00:00', 'Friday': '08:00 - 00:00', 'Saturday': '10:00 - 18:00', 'Sunday': '10:00 - 18:00'}",https://www.happycow.net/reviews/naked-and-sated-madrid-192585,96.0,7.0,13.71,2,1,0.2617021276595745
637,La Malacara,"Calle Virgen del Sagrario, 21, Madrid, Spain, 28027",40.437729,-3.65093,5.0,3.5,['Spanish'],3,2,+34-918626280,1,0,0,"{'Monday': 'Closed', 'Tuesday': '13:00 - 16:00, 20:00 - 23:30', 'Wednesday': '13:00 - 16:00, 20:00 - 23:30', 'Thursday': '13:00 - 16:00, 20:00 - 23:30', 'Friday': '13:00 - 16:00, 20:00 - 23:30', 'Saturday': '11:00 - 15:00, 20:00 - 23:30', 'Sunday': '11:00 - 15:00, 20:00 - 23:30'}",https://www.happycow.net/reviews/la-malacara-madrid-228888,41.0,6.0,5.86,1,1,0.16666666666666669
638,Karibu Sushi,"7 C Castalia de Vallecas, Madrid, Spain, 28038",40.393411,-3.65735,2.0,4.0,"['Japanese', 'Asian']",3,2,+34-665359023,1,1,1,"{'Monday': 'Closed', 'Tuesday': '18:00 - 00:00', 'Wednesday': '18:00 - 00:00', 'Thursday': '18:00 - 00:00', 'Friday': '14:00 - 00:00', 'Saturday': '14:00 - 00:00', 'Sunday': '14:00 - 00:00'}",https://www.happycow.net/reviews/karibu-sushi-madrid-337285,48.0,6.0,6.86,3,1,0.22196322426531861
639,Byanjan,"C. de la Infanta Mercedes, 115, Tetuán, Madrid, Spain, 28020",40.464269,-3.692969,1.0,4.0,['Indian'],2,2,+34-624141885,1,1,0,"{'Monday': '12:00 - 17:00, 20:00 - 23:00', 'Tuesday': 'Closed', 'Wednesday': '12:00 - 17:00, 20:00 - 23:00', 'Thursday': '12:00 - 17:00, 20:00 - 23:00', 'Friday': '12:00 - 17:00, 20:00 - 23:00', 'Saturday': '12:00 - 17:00, 20:00 - 23:30', 'Sunday': '12:00 - 17:00, 20:00 - 23:00'}",https://www.happycow.net/reviews/byanjan-madrid-409244,48.5,6.0,6.93,2,1,0.16666666666666669
641,1000 Cups Roastery,"C. del Capitán Blanco Argibay, 50, Madrid, Spain, 28029",40.465851,-3.700185,2.0,4.0,"['Western', 'Spanish']",0,0,+34-629440362,1,1,1,"{'Monday': '08:30 - 16:00', 'Tuesday': 'Closed', 'Wednesday': '08:30 - 19:00', 'Thursday': '08:30 - 19:00', 'Friday': '08:30 - 19:00', 'Saturday': '08:30 - 18:00', 'Sunday': '08:30 - 18:00'}",https://www.happycow.net/reviews/1000-cups-roastery-madrid-407679,58.0,6.0,8.29,3,1,0.32836879432624116
642,Pizzería Carlos - Ave Albufera,"Ave de la Albufera, 153, Madrid, Spain, 28038",40.39255,-3.655789,0.0,0.0,"['Italian', 'European']",0,2,+34-919993050,1,1,1,"{'Monday': '13:30 - 16:00, 19:30 - 23:30', 'Tuesday': '13:30 - 16:00, 19:30 - 23:30', 'Wednesday': '13:30 - 16:00, 19:30 - 23:30', 'Thursday': '13:30 - 16:00, 19:30 - 23:30', 'Friday': '13:30 - 16:00, 19:30 - 23:30', 'Saturday': '13:30 - 16:00, 19:30 - 23:30', 'Sunday': '13:30 - 16:00, 19:30 - 23:30'}",https://www.happycow.net/reviews/pizzeria-carlos-madrid-421209,45.5,7.0,6.5,3,1,0.3735633205562654
643,Blé Masa y Café,"C. de Bravo Murillo, 365, Madrid, Spain, 28020",40.465508,-3.692445,2.0,3.0,"['Mediterranean', 'European', 'Spanish', 'Latin']",1,0,+34-919291478,1,1,1,"{'Monday': '07:30 - 20:30', 'Tuesday': '07:30 - 20:30', 'Wednesday': '07:30 - 20:30', 'Thursday': '07:30 - 20:30', 'Friday': '07:30 - 20:30', 'Saturday': '09:00 - 20:30', 'Sunday': 'Closed'}",https://www.happycow.net/reviews/ble-masa-y-cafe-madrid-417344,76.5,6.0,10.93,3,1,0.3008510638297872
644,Pizzería Carlos - Aluche,"Cl de los Yébenes, 150, Madrid, Spain, 28047",40.390053,-3.751881,0.0,0.0,"['Italian', 'European']",0,2,+34-919994200,1,1,1,"{'Monday': '13:00 - 16:00, 19:30 - 00:00', 'Tuesday': '13:00 - 16:00, 19:30 - 00:00', 'Wednesday': '13:00 - 16:00, 19:30 - 00:00', 'Thursday': '13:00 - 16:00, 19:30 - 00:00', 'Friday': '13:00 - 17:00, 19:30 - 01:00', 'Saturday': '13:00 - 17:00, 19:30 - 01:00', 'Sunday': '13:00 - 17:00, 19:30 - 00:00'}",https://www.happycow.net/reviews/pizzeria-carlos-madrid-421212,57.5,7.0,8.21,3,1,0.27347147380701076
645,Healthy Poke - Vallecas,"Av. de la Albufera, 153, Puente de Vallecas (at Albufera Plaza), Madrid, Spain, 28038",40.391861,-3.655783,0.0,0.0,"['Mexican', 'Asian']",0,0,+34-631353532,1,1,0,"{'Monday': '12:00 - 23:00', 'Tuesday': '12:00 - 23:00', 'Wednesday': '12:00 - 23:00', 'Thursday': '12:00 - 23:00', 'Friday': '12:00 - 23:00', 'Saturday': '12:00 - 23:00', 'Sunday': '12:00 - 23:00'}",https://www.happycow.net/reviews/healthy-poke-vallecas-madrid-401434,77.0,7.0,11.0,2,1,0.16666666666666669
646,Eiffel Restaurante,"Calle de Seseña 18, Madrid, Spain, 28024",40.398351,-3.759643,2.0,4.0,['European'],0,2,+34-915183714,1,1,1,"{'Monday': 'Closed', 'Tuesday': '09:00 - 00:00', 'Wednesday': '09:00 - 00:00', 'Thursday': '09:00 - 00:00', 'Friday': '09:00 - 00:00', 'Saturday': '12:00 - 00:00', 'Sunday': '12:00 - 00:00'}",https://www.happycow.net/reviews/eiffel-restaurante-madrid-420077,84.0,6.0,12.0,3,1,0.26686628520637745
647,Vegania Veggie Bar,"Nuestra Señora de la luz 62,Madrid,Spain",40.385037,-3.747543,45.0,4.5,"['American', 'Spanish']",84,2,+34-911305236,1,0,1,"{'Monday': 'Closed', 'Tuesday': 'Closed', 'Wednesday': 'Closed', 'Thursday': '20:00 - 00:00', 'Friday': '20:00 - 00:00', 'Saturday': '13:00 - 16:00, 20:30 - 00:00', 'Sunday': '13:00 - 16:00'}",https://www.happycow.net/reviews/vegania-veggie-bar-madrid-129086,17.5,4.0,2.5,2,1,0.10052219321148825
648,Vert & Frais,"Av. de Asturias, 3, Tetuán, Madrid, Spain, 28029",40.466543,-3.690841,1.0,5.0,['European'],0,2,+34-682688572,0,1,0,"{'Monday': '07:00 - 16:00', 'Tuesday': '07:00 - 16:00', 'Wednesday': '09:00 - 17:00', 'Thursday': '07:00 - 16:00', 'Friday': '07:00 - 16:00', 'Saturday': 'Closed', 'Sunday': 'Closed'}",https://www.happycow.net/reviews/vert-frais-comunidad-de-madrid-407867,44.0,5.0,6.29,1,1,0.2709860563302039
649,Pintxo y Coma,"Candilejas 14, Madrid, Spain, 28018",40.385543,-3.661255,10.0,4.0,"['European', 'Spanish']",19,1,+34-917856508,1,0,1,"{'Monday': '09:00 - 00:00', 'Tuesday': '09:00 - 00:00', 'Wednesday': '09:00 - 00:00', 'Thursday': '09:00 - 00:00', 'Friday': '09:00 - 00:00', 'Saturday': '09:00 - 00:00', 'Sunday': '09:00 - 00:00'}",https://www.happycow.net/reviews/pintxo-y-coma-madrid-164436,105.0,7.0,15.0,2,1,0.29496768698035297
650,Gancho y Directo,"Calle de Seseña 69, Madrid, Spain, 28024",40.397486,-3.764392,0.0,0.0,"['American', 'Western']",0,2,+34-913485443,1,1,1,"{'Monday': '20:00 - 23:30', 'Tuesday': '13:00 - 16:30, 20:00 - 23:30', 'Wednesday': '13:00 - 16:30, 20:00 - 00:00', 'Thursday': '13:00 - 16:30, 20:00 - 00:00', 'Friday': '13:00 - 16:30, 20:00 - 00:00', 'Saturday': '13:00 - 17:00, 20:00 - 00:00', 'Sunday': '13:00 - 17:00, 20:00 - 00:00'}",https://www.happycow.net/reviews/gancho-y-directo-madrid-414445,49.0,7.0,7.0,3,1,0.337266077810492
651,Mala Pata,"Calle Quero, 61, Madrid, Spain, 28024",40.390194,-3.760378,5.0,4.0,"['Chinese', 'Spanish']",10,1,+34-655815798,0,1,1,"{'Monday': '09:30 - 00:00', 'Tuesday': '09:30 - 00:00', 'Wednesday': '09:30 - 00:00', 'Thursday': '09:30 - 00:00', 'Friday': '09:30 - 01:30', 'Saturday': '10:00 - 01:30', 'Sunday': '10:00 - 00:00'}",https://www.happycow.net/reviews/mala-pata-madrid-280799,103.5,7.0,14.79,2,1,0.2761476214284392
652,Botanica,"77 Avenida de Pío XII (at Hotel ILUNION Pio XII), Madrid, Spain, 28016",40.46893,-3.674012,0.0,0.0,"['Western', 'European']",2,2,+34-913876200,1,0,0,"{'Monday': '10:00 - 23:00', 'Tuesday': '10:00 - 23:00', 'Wednesday': '10:00 - 23:00', 'Thursday': '10:00 - 23:00', 'Friday': '10:00 - 23:00', 'Saturday': '10:00 - 23:00', 'Sunday': '10:00 - 23:00'}",https://www.happycow.net/reviews/botanica-madrid-329218,91.0,7.0,13.0,1,1,0.25529655759865194
653,Siamo La Pizza,"Calle Gandhi 71,Madrid,Spain",40.425926,-3.630666,8.0,4.0,['Italian'],16,1,+34-918333406,1,0,1,"{'Monday': '20:00 - 23:30', 'Tuesday': '20:00 - 23:30', 'Wednesday': 'Closed', 'Thursday': '20:00 - 23:30', 'Friday': '20:00 - 23:30', 'Saturday': '13:00 - 16:00, 20:00 - 23:30', 'Sunday': '13:00 - 16:00, 20:00 - 23:30'}",https://www.happycow.net/reviews/siamo-la-pizza-madrid-100529,27.0,6.0,3.86,2,1,0.3319663722385794
654,Ramen Kagura Moratalaz,"Av del Dr. García Tapia 155, Madrid, Spain, 28030",40.408183,-3.631636,1.0,4.0,"['Japanese', 'Asian']",3,2,+34-912590745,1,1,0,"{'Monday': '13:00 - 16:00, 20:30 - 23:30', 'Tuesday': '13:00 - 16:00, 20:30 - 23:30', 'Wednesday': '13:00 - 16:00, 20:30 - 23:30', 'Thursday': '13:00 - 16:00, 20:30 - 23:30', 'Friday': '13:00 - 16:00, 20:30 - 23:30', 'Saturday': '13:00 - 16:00, 20:30 - 23:30', 'Sunday': '13:00 - 16:00, 20:30 - 23:30'}",https://www.happycow.net/reviews/ramen-kagura-madrid-325028,42.0,7.0,6.0,2,1,0.23104753439623726
655,Honest Greens - Caleido,"P.º de la Castellana, 259 E, Madrid, Spain, 28046",40.47733,-3.68774,10.0,4.0,"['International', 'European']",8,2,+34-931227664,1,1,1,"{'Monday': '08:30 - 23:00', 'Tuesday': '08:30 - 23:00', 'Wednesday': '08:30 - 23:00', 'Thursday': '08:30 - 23:00', 'Friday': '08:30 - 23:00', 'Saturday': '08:30 - 23:00', 'Sunday': '08:30 - 23:00'}",https://www.happycow.net/reviews/honest-greens-madrid-324105,101.5,7.0,14.5,3,1,0.3192318945243783
656,Secrets by Farga,"36 Calle de Monforte de Lemos, Madrid, Spain, 28029",40.479827,-3.706612,3.0,3.5,['International'],1,2,No phone number,1,1,0,"{'Monday': '09:00 - 22:00', 'Tuesday': '09:00 - 22:00', 'Wednesday': '09:00 - 22:00', 'Thursday': '09:00 - 22:00', 'Friday': '09:00 - 22:00', 'Saturday': '09:00 - 22:00', 'Sunday': '10:00 - 21:00'}",https://www.happycow.net/reviews/secrets-by-farga-madrid-280611,89.0,7.0,12.71,2,1,0.16666666666666669
657,UDON - La Vaguada,"Avenida de Monforte de Lemos, 36, Madrid, Spain, 28029",40.479832,-3.707023,2.0,3.0,"['Japanese', 'Asian']",1,2,+34-917302942,1,0,1,"{'Monday': '13:00 - 17:00, 20:00 - 23:00', 'Tuesday': '13:00 - 17:00, 20:00 - 23:00', 'Wednesday': '13:00 - 17:00, 20:00 - 23:00', 'Thursday': '13:00 - 17:00, 20:00 - 23:00', 'Friday': '13:00 - 00:00', 'Saturday': '13:00 - 00:00', 'Sunday': '13:00 - 23:00'}",https://www.happycow.net/reviews/udon-madrid-188436,60.0,7.0,8.57,2,1,0.28777882710219804
658,Ramen Kagura - Barrio del Pilar,"Calle de Antonio López Aguado, 10, Madrid, Spain, 28029",40.482426,-3.701069,5.0,4.0,"['Japanese', 'Asian']",4,2,+34-912357080,1,1,1,"{'Monday': '20:30 - 23:30', 'Tuesday': '13:00 - 16:00, 20:30 - 23:30', 'Wednesday': '13:00 - 16:00, 20:30 - 23:30', 'Thursday': '13:00 - 16:00, 20:30 - 23:30', 'Friday': '13:00 - 16:00, 20:30 - 23:30', 'Saturday': '13:00 - 16:00, 20:30 - 23:30', 'Sunday': '13:00 - 16:00, 20:30 - 23:30'}",https://www.happycow.net/reviews/ramen-kagura-madrid-276338,39.0,7.0,5.57,3,1,0.2750354609929078
659,Beykebap,"2 Av de Guadalajara, Madrid, Spain, 28032",40.41875,-3.621224,3.0,4.0,['Middle Eastern'],7,1,+34-666526049,1,0,0,"{'Monday': '12:30 - 23:00', 'Tuesday': '12:30 - 23:00', 'Wednesday': '12:30 - 23:00', 'Thursday': '12:30 - 23:00', 'Friday': '12:30 - 00:30', 'Saturday': '12:30 - 00:30', 'Sunday': '12:30 - 23:00'}",https://www.happycow.net/reviews/beykebap-madrid-257689,76.5,7.0,10.93,1,1,0.16666666666666669
660,La Pascuala,"Calle Arrozal 4,Madrid,Spain",40.427807,-3.621121,20.0,4.0,['Spanish'],34,2,+34-918643620,1,0,1,"{'Monday': 'Closed', 'Tuesday': '09:00 - 00:00', 'Wednesday': '09:00 - 00:00', 'Thursday': '09:00 - 00:00', 'Friday': '09:00 - 00:30', 'Saturday': '09:00 - 00:30', 'Sunday': '09:00 - 00:00'}",https://www.happycow.net/reviews/la-pascuala-madrid-77901,91.0,6.0,13.0,2,1,0.24281428809510586
661,Pizzería Carlos - Calle Aquitania,"C de Aquitania, 4, Madrid, Spain, 28032",40.417752,-3.620306,0.0,0.0,"['Italian', 'European']",0,2,+34-919993020,1,1,1,"{'Monday': '13:00 - 16:00, 19:30 - 23:30', 'Tuesday': '13:00 - 16:00, 19:30 - 23:30', 'Wednesday': '13:00 - 16:00, 19:30 - 23:30', 'Thursday': '13:00 - 16:00, 19:30 - 23:30', 'Friday': '13:00 - 00:30', 'Saturday': '13:00 - 00:30', 'Sunday': '13:00 - 00:00'}",https://www.happycow.net/reviews/pizzeria-carlos-madrid-421213,62.0,7.0,8.86,3,1,0.29496768698035297
662,Juicy Avenue - Dos Castillas,"33 Vía de las Dos Castillas, Pozuelo de Alarcón, Madrid, Spain, 28224",40.440447,-3.785225,1.0,3.0,['International'],1,2,+34-919424113,1,1,1,"{'Monday': '08:00 - 22:00', 'Tuesday': '08:00 - 22:00', 'Wednesday': '08:00 - 22:00', 'Thursday': '08:00 - 22:00', 'Friday': '08:00 - 22:00', 'Saturday': '08:00 - 22:00', 'Sunday': '08:00 - 22:00'}",https://www.happycow.net/reviews/juicy-avenue-madrid-320638,98.0,7.0,14.0,3,1,0.2613732570412755
663,MUTO,"Av. de Europa, 27, Moncloa - Aravaca, Madrid, Spain, 28023",40.444789,-3.786682,2.0,3.5,"['Mediterranean', 'Fusion', 'Spanish']",0,2,+34-681314765,1,1,0,"{'Monday': '09:30 - 19:00', 'Tuesday': '09:30 - 19:00', 'Wednesday': '09:30 - 16:00', 'Thursday': '09:30 - 19:00', 'Friday': '09:30 - 19:00', 'Saturday': '10:00 - 19:00', 'Sunday': '10:00 - 14:00'}",https://www.happycow.net/reviews/muto-madrid-377636,57.5,7.0,8.21,2,1,0.3277788271021981
664,Pizzería Carlos - Hortaleza,"Gran Vía de Hortaleza, 65, Hortaleza, Madrid, Spain, 28043",40.469322,-3.644342,0.0,0.0,"['Italian', 'European']",0,2,+34-919993310,1,1,1,"{'Monday': '13:00 - 16:00, 19:30 - 23:30', 'Tuesday': '13:00 - 16:00, 19:30 - 23:30', 'Wednesday': '13:00 - 16:00, 19:30 - 23:30', 'Thursday': '13:00 - 16:00, 19:30 - 23:30', 'Friday': '13:00 - 17:00, 19:30 - 01:00', 'Saturday': '13:00 - 17:00, 19:30 - 01:00', 'Sunday': '13:00 - 17:00, 19:30 - 00:00'}",https://www.happycow.net/reviews/pizzeria-carlos-madrid-421598,55.5,7.0,7.93,3,1,0.16666666666666669
