Name;Address;Lat;Long;Number of Ratings;Restaurant Rating;Type of Restaurant;Number of Bookmarks;Price Range;Phone Number;Website;Instagram;Facebook;Timetable;url;index_right;NOMBRE_DISTRITO
Cookaluzka;Calle lira, 8,Madrid,Spain;40.408306;-3.66906;118.0;4.5;['Italian', 'Mediterranean', 'Fusion', 'Spanish'];179;Caro;+34-638888954;https://www.cookaluzka.com/;No instagram;http://facebook.com/Cookaluzka-1570732703218291;{'Monday': 'Closed', 'Tuesday': '08:30 - 17:00, 20:00 - 22:30', 'Wednesday': '08:30 - 17:00, 20:00 - 22:30', 'Thursday': '08:30 - 17:00, 20:00 - 22:30', 'Friday': '08:30 - 17:00, 20:00 - 23:00', 'Saturday': '12:00 - 17:00, 20:00 - 23:00', 'Sunday': 'Closed'};https://www.happycow.net/reviews/cookaluzka-madrid-76497;2.0;Retiro
FECA Specialty Coffee;C. de Ferrer del Río, 23, Madrid, Spain, 28028;40.435215;-3.671455;1.0;5.0;['European'];0;No price range;+34-656356190;No website;http://www.instagram.com/feca.madrid;No facebook;{'Monday': '08:00 - 19:00', 'Tuesday': '08:00 - 20:00', 'Wednesday': '08:00 - 20:00', 'Thursday': '08:00 - 20:00', 'Friday': '08:00 - 15:00', 'Saturday': '09:00 - 14:00', 'Sunday': '09:00 - 14:00'};https://www.happycow.net/reviews/feca-specialty-coffee-madrid-421365;3.0;Salamanca
Thai Zafra;C. del Marqués de Mondéjar, 4, Madrid, Spain, 28028;40.426852;-3.666939;7.0;3.5;['Thai', 'Asian'];11;Caro;+34-658344799;http://www.thaizafra.com/;No instagram;http://facebook.com/THAIZAFRA;{'Monday': 'Closed', 'Tuesday': '13:00 - 17:00, 20:00 - 23:30', 'Wednesday': '13:00 - 17:00, 20:00 - 23:30', 'Thursday': '13:00 - 17:00, 20:00 - 23:30', 'Friday': '13:00 - 00:00', 'Saturday': '13:00 - 00:00', 'Sunday': 'Closed'};https://www.happycow.net/reviews/thai-zafra-madrid-259667;3.0;Salamanca
Hygge Bar;C. Manuel Aleixandre, 12, Madrid, Spain, 28045;40.391151;-3.6936;0.0;0.0;['Fusion'];0;Moderado;+34-611834683;No website;http://www.instagram.com/hygge.madrid;No facebook;{'Monday': 'Closed', 'Tuesday': '10:00 - 17:00', 'Wednesday': '10:00 - 23:30', 'Thursday': '10:00 - 23:30', 'Friday': '10:00 - 23:30', 'Saturday': '10:00 - 00:00', 'Sunday': '10:00 - 17:00'};https://www.happycow.net/reviews/hygge-bar-madrid-415204;1.0;Arganzuela
Veggi's Food;Madrid area, Madrid, Spain, 28019;40.39434;-3.725739;0.0;0.0;[];1;No price range;+34-672346366;No website;No instagram;No facebook;{'Horario': 'No hay horario'};https://www.happycow.net/reviews/veggis-food-madrid-230841;10.0;Carabanchel
Posdata;C Botánica, 3, Madrid, Spain, 28028;40.436141;-3.671393;1.0;3.0;[];2;No price range;+34-687687706;https://posdatafoods.com/;http://www.instagram.com/posdatafoods;No facebook;{'Monday': '08:00 - 23:00', 'Tuesday': '08:00 - 23:00', 'Wednesday': '08:00 - 23:00', 'Thursday': '08:00 - 23:00', 'Friday': '08:00 - 23:00', 'Saturday': '08:00 - 23:00', 'Sunday': '08:00 - 23:00'};https://www.happycow.net/reviews/posdata-madrid-330927;3.0;Salamanca
Garten;Calle de Orense, 12, Local 15, Madrid, Spain, 28020;40.449405;-3.695044;3.0;3.5;['International', 'Fusion'];3;Barato;+34-914172490;http://www.garten.es/;No instagram;http://facebook.com/pg/gartentruefood;{'Monday': '08:30 - 16:30', 'Tuesday': '08:30 - 16:30', 'Wednesday': '08:30 - 16:30', 'Thursday': '08:30 - 16:30', 'Friday': '08:30 - 16:30', 'Saturday': '08:30 - 13:30', 'Sunday': 'Closed'};https://www.happycow.net/reviews/garten-madrid-192461;5.0;Tetuan
Vicio;C. de Zabaleta, 1, Madrid, Spain, 28002;40.440991;-3.675436;3.0;3.5;['American', 'Spanish'];1;Moderado;No phone number;https://ganasdevicio.com/;http://www.instagram.com/ganasdevicio;No facebook;{'Monday': '12:00 - 00:00', 'Tuesday': '12:00 - 00:00', 'Wednesday': '12:00 - 00:00', 'Thursday': '12:00 - 00:00', 'Friday': '12:00 - 00:00', 'Saturday': '12:00 - 00:00', 'Sunday': '12:00 - 00:00'};https://www.happycow.net/reviews/vicio-comunidad-de-madrid-341340;4.0;Chamartin
Caramella;Calle Zabaleta 1, Madrid, Spain, 28002;40.440991;-3.675436;2.0;4.0;['European'];2;No price range;+34-669098100;https://caramellacakes.com/;http://www.instagram.com/caramellavegancakes;No facebook;{'Monday': '09:00 - 19:00', 'Tuesday': '09:00 - 19:00', 'Wednesday': 'Closed', 'Thursday': '09:00 - 19:00', 'Friday': '09:00 - 19:00', 'Saturday': '10:00 - 19:00', 'Sunday': '10:00 - 15:00'};https://www.happycow.net/reviews/caramella-madrid-397998;4.0;Chamartin
Carlotta Bakery;Calle Zabaleta 1, Madrid, Spain, 28002;40.440991;-3.675436;0.0;0.0;[];0;No price range;No phone number;No website;http://www.instagram.com/_carlottabakery;No facebook;{'Monday': 'Closed', 'Tuesday': '09:30 - 12:30', 'Wednesday': '09:30 - 12:30', 'Thursday': '09:30 - 12:30', 'Friday': '09:30 - 12:30', 'Saturday': '09:30 - 12:30', 'Sunday': '09:30 - 12:30'};https://www.happycow.net/reviews/carlotta-bakery-madrid-421086;4.0;Chamartin
Ceres;Topete 32, Tetuan,Madrid,Spain;40.451107;-3.704385;12.0;4.0;['Spanish'];16;Barato;+34-915537728;http://www.vegetarianoceres.es/;No instagram;http://facebook.com/vegetarianoceres;{'Monday': '13:30 - 16:00', 'Tuesday': '13:30 - 16:00', 'Wednesday': '13:30 - 16:00', 'Thursday': '13:30 - 16:00', 'Friday': '13:30 - 16:00', 'Saturday': 'Closed', 'Sunday': '13:00 - 16:00'};https://www.happycow.net/reviews/ceres-madrid-36896;5.0;Tetuan
Honest Greens - Castellana;Paseo de la Castellana, 89, Madrid, Spain, 28046;40.449938;-3.691939;23.0;3.5;['International', 'European'];31;Moderado;+34-914215011;https://honestgreens.com/;http://www.instagram.com/honestgreens;http://facebook.com/honestgreens.spain;{'Monday': '08:30 - 23:00', 'Tuesday': '08:30 - 23:00', 'Wednesday': '08:30 - 23:00', 'Thursday': '08:30 - 23:00', 'Friday': '08:30 - 00:00', 'Saturday': '09:30 - 00:00', 'Sunday': '09:30 - 23:00'};https://www.happycow.net/reviews/honest-greens-madrid-93359;5.0;Tetuan
Flora Café;C. Topete, 43, Madrid, Spain, 28039;40.451645;-3.704625;2.0;5.0;[];1;No price range;+34-665091634;No website;http://www.instagram.com/floracafeokmadrid;No facebook;{'Monday': '09:00 - 19:00', 'Tuesday': 'Closed', 'Wednesday': '09:00 - 19:00', 'Thursday': '09:00 - 19:00', 'Friday': '09:00 - 19:00', 'Saturday': '09:00 - 19:00', 'Sunday': '09:00 - 19:00'};https://www.happycow.net/reviews/flora-cafe-madrid-406574;5.0;Tetuan
New York Burger;Paseo de la Castellana, 89, Madrid, Spain, 28046;40.450256;-3.691983;6.0;2.0;['American', 'Fusion'];3;Moderado;+34-917707982;https://newyorkburger.es/castellana;http://www.instagram.com/nyb_newyorkburger;http://facebook.com/NewYorkBurger;{'Monday': '13:00 - 16:30, 20:30 - 00:00', 'Tuesday': '13:00 - 16:30, 20:30 - 00:00', 'Wednesday': '13:00 - 16:30, 20:30 - 00:00', 'Thursday': '13:00 - 16:30, 20:30 - 00:00', 'Friday': '13:00 - 16:30, 20:30 - 00:00', 'Saturday': '13:00 - 16:30, 20:30 - 00:00', 'Sunday': '13:00 - 16:30, 20:30 - 00:00'};https://www.happycow.net/reviews/new-york-burger-madrid-263014;5.0;Tetuan
Lumbini Tandoori;C. del Aviador Zorita, n° 50, Madrid, Spain, 28020;40.45207;-3.697997;1.0;4.0;['Indian', 'Asian'];4;Moderado;+34-915712150;http://www.lumbinitandoori.com/;No instagram;http://facebook.com/Lumbinirestauran;{'Monday': 'Closed', 'Tuesday': '12:30 - 16:00, 19:00 - 23:30', 'Wednesday': '12:30 - 16:00, 19:00 - 23:30', 'Thursday': '12:30 - 15:30, 19:00 - 23:30', 'Friday': '12:30 - 16:00, 19:00 - 23:30', 'Saturday': '12:30 - 16:00, 19:00 - 23:30', 'Sunday': '12:30 - 16:00, 19:00 - 23:30'};https://www.happycow.net/reviews/lumbini-tandoori-madrid-357564;5.0;Tetuan
Health & Go - Modashopping;Av. del General Perón 40 (at Modashopping), Madrid, Spain, 28020;40.451741;-3.692694;2.0;3.5;['Mediterranean', 'Spanish'];4;Barato;+34-915971920;http://healthandgo.es/;No instagram;No facebook;{'Monday': '08:00 - 18:30', 'Tuesday': '08:00 - 18:30', 'Wednesday': '08:00 - 18:30', 'Thursday': '08:00 - 18:30', 'Friday': '08:00 - 18:30', 'Saturday': '09:00 - 14:00', 'Sunday': '09:00 - 14:00'};https://www.happycow.net/reviews/health-and-go-madrid-57845;5.0;Tetuan
Toro Burger Lounge;Calle de la Infanta Mercedes, 17, Madrid, Spain, 28020;40.4537;-3.699352;2.0;2.0;['American', 'Fusion', 'Spanish'];1;Moderado;+34-634615235;https://www.toroburger.es/;http://www.instagram.com/toroburgerlounge;http://facebook.com/toroburgerlounge;{'Monday': '13:00 - 17:00, 20:00 - 00:00', 'Tuesday': '13:00 - 17:00, 20:00 - 00:00', 'Wednesday': '13:00 - 17:00, 20:00 - 00:00', 'Thursday': '13:00 - 17:00, 20:00 - 00:00', 'Friday': '13:00 - 17:00, 20:00 - 00:00', 'Saturday': '13:00 - 17:00, 20:00 - 00:00', 'Sunday': '13:00 - 17:00, 20:00 - 00:00'};https://www.happycow.net/reviews/toro-burger-lounge-madrid-315168;5.0;Tetuan
Nem Nem;45 Calle Constancia, Madrid, Spain, 28002;40.443205;-3.671821;2.0;3.5;['Asian', 'Vietnamese'];6;Moderado;+34-685803588;http://www.nemnem.es/;http://www.instagram.com/nemnem.vietnamita;http://facebook.com/nemnem.vietnamita;{'Monday': '13:00 - 16:30, 20:30 - 23:30', 'Tuesday': '13:00 - 16:30, 20:30 - 23:00', 'Wednesday': '13:00 - 16:30, 20:30 - 23:00', 'Thursday': '13:00 - 16:30, 20:30 - 23:00', 'Friday': '13:00 - 16:30, 20:30 - 23:00', 'Saturday': '13:00 - 16:30, 20:30 - 23:00', 'Sunday': '13:00 - 16:30, 20:30 - 23:30'};https://www.happycow.net/reviews/nem-nem-madrid-287761;4.0;Chamartin
POTE café-bar;C. de Mantuano, 8, Madrid, Spain, 28002;40.445126;-3.67428;1.0;5.0;['Western', 'Mediterranean', 'Spanish'];0;No price range;+34-678274550;No website;http://www.instagram.com/pote.es;No facebook;{'Monday': '08:30 - 17:00', 'Tuesday': '08:30 - 17:00', 'Wednesday': '08:30 - 17:00', 'Thursday': '08:30 - 17:00', 'Friday': '08:30 - 17:00', 'Saturday': '10:00 - 15:00', 'Sunday': 'Closed'};https://www.happycow.net/reviews/pote-cafe-bar-madrid-413746;4.0;Chamartin
Mr Doulao;46 Calle del Olvido, Madrid, Spain, 28026;40.385391;-3.702761;4.0;4.0;['Asian'];4;Barato;+34-688555655;No website;http://www.instagram.com/mr.doulao;No facebook;{'Monday': '13:00 - 01:00', 'Tuesday': '13:00 - 00:00', 'Wednesday': '13:00 - 01:00', 'Thursday': '13:00 - 01:00', 'Friday': '13:00 - 01:00', 'Saturday': '13:00 - 01:00', 'Sunday': '13:00 - 00:00'};https://www.happycow.net/reviews/mr-doulao-madrid-332137;11.0;Usera
CrowdFarming;9 Calle de Puenteareas, Madrid, Spain, 28002;40.443193;-3.670409;0.0;0.0;[];0;No price range;No phone number;https://www.crowdfarming.com/;http://www.instagram.com/crowd_farming;http://facebook.com/crowdfarmingco;{'Monday': '08:00 - 20:00', 'Tuesday': '08:00 - 20:00', 'Wednesday': '08:00 - 20:00', 'Thursday': '08:00 - 20:00', 'Friday': '08:00 - 20:00', 'Saturday': 'Closed', 'Sunday': 'Closed'};https://www.happycow.net/reviews/crowdfarming-madrid-355643;4.0;Chamartin
Ozaria Vegan Cakes;Calle de la Pilarica 48, Madrid, Spain, 28026;40.384539;-3.703276;4.0;4.0;[];3;No price range;+34-655323646;https://ozariavegan.com/;http://www.instagram.com/ozaria_vegan_cakes;No facebook;{'Monday': '09:00 - 11:30', 'Tuesday': '09:00 - 11:30', 'Wednesday': '09:00 - 11:30', 'Thursday': '09:00 - 11:30', 'Friday': '09:00 - 11:30', 'Saturday': '09:00 - 11:30', 'Sunday': 'Closed'};https://www.happycow.net/reviews/ozaria-vegan-cakes-madrid-405989;11.0;Usera
Pizzería Carlos - Pl Achicoria;Pl de la Achicoria, 3, Madrid, Spain, 28047;40.402155;-3.745165;0.0;0.0;['Italian', 'European'];0;Moderado;+34-914637800;https://www.pizzeriascarlos.es/;http://www.instagram.com/pizzeriascarlos;http://facebook.com/pizzeriascarlosoficial;{'Monday': '13:30 - 16:00, 19:30 - 23:30', 'Tuesday': '13:30 - 16:00, 19:30 - 23:30', 'Wednesday': '13:30 - 16:00, 19:30 - 23:30', 'Thursday': '13:30 - 16:00, 19:30 - 23:30', 'Friday': '13:30 - 16:00, 19:30 - 23:30', 'Saturday': '13:30 - 16:00, 19:30 - 23:30', 'Sunday': '13:30 - 16:00, 19:30 - 23:30'};https://www.happycow.net/reviews/pizzeria-carlos-madrid-421208;9.0;Latina
The Irish Rover;Avenida de Brasil, 7, Madrid, Spain, 28020;40.454726;-3.69393;2.0;3.0;['American', 'Fusion'];2;Moderado;+34-915974811;http://www.theirishrover.com/;http://www.instagram.com/theirishrovermadrid;http://facebook.com/TheIrishRoverMadrid;{'Monday': '13:00 - 01:00', 'Tuesday': '13:00 - 01:00', 'Wednesday': '13:00 - 02:00', 'Thursday': '13:00 - 03:00', 'Friday': '13:00 - 05:00', 'Saturday': '13:00 - 05:00', 'Sunday': '13:00 - 01:00'};https://www.happycow.net/reviews/the-irish-rover-madrid-279080;5.0;Tetuan
Bammbao;C. de Nicolás Sánchez, 54, Madrid, Spain, 28026;40.383861;-3.706068;2.0;3.5;['Asian'];0;Moderado;+34-919358138;No website;http://www.instagram.com/bammbaoofficial;No facebook;{'Monday': '13:00 - 23:00', 'Tuesday': '13:00 - 23:00', 'Wednesday': '13:00 - 23:00', 'Thursday': '13:00 - 23:00', 'Friday': '13:00 - 23:00', 'Saturday': '13:00 - 23:00', 'Sunday': '13:00 - 23:00'};https://www.happycow.net/reviews/bammbao-madrid-370259;11.0;Usera
Casa Mari desde 2010;124 C del Concejal Francisco José Jiménez Martín, Latina, Madrid, Spain, 28047;40.400706;-3.745646;0.0;0.0;['European', 'Spanish'];0;Moderado;+34-911105539;https://casamari.es/;http://www.instagram.com/casamari2010;http://facebook.com/100063511932308;{'Monday': '07:00 - 00:00', 'Tuesday': '07:00 - 00:00', 'Wednesday': '07:00 - 00:00', 'Thursday': '07:00 - 00:00', 'Friday': '07:00 - 00:00', 'Saturday': '08:00 - 00:00', 'Sunday': '08:00 - 00:00'};https://www.happycow.net/reviews/casa-mari-madrid-377484;9.0;Latina
Maceta Café;C. de Pradillo, 9, Madrid, Spain, 28002;40.448737;-3.675219;1.0;5.0;['Spanish'];0;No price range;+34-648101722;https://macetacafe.com/;http://www.instagram.com/macetacafe;http://facebook.com/macetacafe;{'Monday': '08:30 - 13:30, 16:30 - 19:00', 'Tuesday': '08:30 - 13:30, 16:30 - 19:00', 'Wednesday': '08:30 - 13:30, 16:30 - 19:00', 'Thursday': '08:30 - 13:30, 16:30 - 19:00', 'Friday': '08:30 - 13:30, 16:30 - 19:00', 'Saturday': '10:00 - 13:30', 'Sunday': 'Closed'};https://www.happycow.net/reviews/maceta-cafe-madrid-407866;4.0;Chamartin
Bar Queen's;Pl Puerto Rubio 30, Madrid, Spain, 28053;40.396603;-3.667711;2.0;4.0;['American', 'Mediterranean', 'Middle Eastern'];2;Barato;No phone number;No website;http://www.instagram.com/queens.fastfood;No facebook;{'Monday': '09:00 - 00:00', 'Tuesday': '09:00 - 00:00', 'Wednesday': 'Closed', 'Thursday': '09:00 - 00:00', 'Friday': '09:00 - 00:00', 'Saturday': '09:00 - 00:00', 'Sunday': '09:00 - 00:00'};https://www.happycow.net/reviews/bar-queens-madrid-356948;12.0;Puente de Vallecas
D'amira;22 Plaza Puerto Rubio, Madrid, Spain, 28053;40.396392;-3.667855;7.0;4.0;['Spanish', 'Latin'];7;Moderado;+34-611155808;https://damirarestaurante.es/;http://www.instagram.com/d_amirarestaurante;No facebook;{'Monday': '18:00 - 00:00', 'Tuesday': 'Closed', 'Wednesday': '18:00 - 00:00', 'Thursday': '18:00 - 00:00', 'Friday': '18:00 - 00:00', 'Saturday': '12:00 - 00:00', 'Sunday': '12:00 - 00:00'};https://www.happycow.net/reviews/damira-madrid-362684;12.0;Puente de Vallecas
Sopa -  Nieremberg;Calle de Nieremberg, 23, Madrid, Spain, 28002;40.448064;-3.672545;10.0;4.0;['European', 'Spanish'];13;Barato;+34-914131719;http://www.sopa.vg/;No instagram;No facebook;{'Monday': '12:00 - 17:00', 'Tuesday': '12:00 - 17:00', 'Wednesday': '12:00 - 17:00', 'Thursday': '12:00 - 17:00', 'Friday': '12:00 - 17:00', 'Saturday': '12:00 - 17:00', 'Sunday': 'Closed'};https://www.happycow.net/reviews/sopa-madrid-23380;4.0;Chamartin
Same Same Burger;C. Ambrosio Vallejo 22,Madrid,Spain;40.457334;-3.708113;4.0;5.0;['American', 'Italian', 'Mediterranean', 'Fusion', 'Spanish'];10;Moderado;+34-604369306;http://www.samesameburger.com/;http://www.instagram.com/samesame_burger;http://facebook.com/samesameburger;{'Monday': '12:00 - 16:00, 19:30 - 23:00', 'Tuesday': '12:00 - 16:00, 19:30 - 23:00', 'Wednesday': '12:00 - 16:00, 19:30 - 23:00', 'Thursday': '12:00 - 16:00, 19:30 - 23:00', 'Friday': '12:00 - 00:00', 'Saturday': '12:00 - 00:00', 'Sunday': '12:00 - 00:00'};https://www.happycow.net/reviews/same-same-burger-madrid-341671;5.0;Tetuan
Abrazzas;Calle de la Oca, 26, Madrid, Spain, 28025;40.389662;-3.734081;7.0;3.5;[];5;Moderado;+34-919111764;https://abrazzas.es/;No instagram;http://facebook.com/abrazzasmadrid;{'Monday': '09:00 - 00:30', 'Tuesday': '09:00 - 00:30', 'Wednesday': '09:00 - 00:30', 'Thursday': '09:00 - 00:30', 'Friday': '09:00 - 00:30', 'Saturday': '09:00 - 00:30', 'Sunday': '09:00 - 00:30'};https://www.happycow.net/reviews/abrazzas-madrid-239829;10.0;Carabanchel
Aloha Poke - San German;Calle de San Germán, 12, Madrid, Spain, 28020;40.456525;-3.692746;;3.0;['Asian'];3;Barato;+34-912532730;http://www.alohapoke.es/;http://www.instagram.com/alohapokespain;http://facebook.com/AlohaPokeSpain;{'Monday': 'Closed', 'Tuesday': 'Closed', 'Wednesday': '11:30 - 23:30', 'Thursday': '11:30 - 23:30', 'Friday': '11:30 - 23:30', 'Saturday': '11:30 - 23:30', 'Sunday': '11:30 - 23:30'};https://www.happycow.net/reviews/aloha-poke-madrid-180296;5.0;Tetuan
Pizza y Gatos;Av del Marqués de Corbera, 9, Madrid, Spain, 28017;40.423505;-3.655407;3.0;4.0;['Italian', 'Mediterranean', 'European'];10;Moderado;+34-910270270;https://www.pizzaygatos.com/;No instagram;http://facebook.com/Pizza&Gatos;{'Monday': '19:30 - 23:00', 'Tuesday': '13:30 - 16:30, 19:30 - 23:00', 'Wednesday': '13:30 - 16:30, 19:30 - 23:00', 'Thursday': '13:30 - 16:30, 19:30 - 00:00', 'Friday': '13:30 - 16:30, 19:30 - 00:00', 'Saturday': '13:30 - 16:30, 19:30 - 00:00', 'Sunday': '13:30 - 16:30, 19:30 - 00:00'};https://www.happycow.net/reviews/pizza-y-gatos-madrid-233146;14.0;Ciudad Lineal
Colette Bakery;Av. de Córdoba, 25, Madrid, Spain, 28026;40.382371;-3.697186;1.0;5.0;[];0;No price range;+34-916216194;http://www.colettebakerymadrid.com/;http://www.instagram.com/colettebakerymadrid;http://facebook.com/colettebakerymadrid;{'Monday': '07:30 - 17:30', 'Tuesday': '07:30 - 17:30', 'Wednesday': '07:30 - 17:30', 'Thursday': '07:30 - 17:30', 'Friday': '07:30 - 17:30', 'Saturday': '08:30 - 15:00', 'Sunday': 'Closed'};https://www.happycow.net/reviews/colette-bakery-madrid-318642;11.0;Usera
Sanabowl;Ave Donostiarra 3, Local 3, Madrid, Spain, 28027;40.435327;-3.658996;1.0;4.0;['International', 'Western', 'Fusion'];1;Moderado;+34-910442504;https://www.sanabowls.com/;http://www.instagram.com/sanabowls;http://facebook.com/sanabowls.fb;{'Monday': '12:30 - 17:00, 19:30 - 23:30', 'Tuesday': '12:30 - 17:00, 19:30 - 23:30', 'Wednesday': '12:30 - 17:00, 19:30 - 23:30', 'Thursday': '12:30 - 17:00, 19:30 - 23:30', 'Friday': '12:30 - 17:00, 19:30 - 23:30', 'Saturday': '12:30 - 17:00, 19:30 - 23:30', 'Sunday': '12:30 - 17:00, 19:30 - 23:30'};https://www.happycow.net/reviews/sanabowl-madrid-369188;14.0;Ciudad Lineal
Pizzería Carlos ;C. de Alcalá, 238, Madrid, Spain, 28027;40.431766;-3.656941;1.0;3.0;['Italian'];0;Barato;+34-911954554;http://pizzeriascarlos.es/?utm_source=GMB&utm_medium=web&utm_campaign=alcala;http://www.instagram.com/pizzeriascarlos;http://facebook.com/pizzeriascarlosoficial/;{'Monday': '13:00 - 16:00, 19:30 - 00:00', 'Tuesday': '13:00 - 16:00, 19:30 - 00:00', 'Wednesday': '13:00 - 16:00, 19:30 - 00:00', 'Thursday': '13:00 - 16:00, 19:30 - 00:00', 'Friday': '13:00 - 17:00, 19:30 - 01:00', 'Saturday': '13:00 - 17:00, 19:30 - 01:00', 'Sunday': '13:00 - 17:00, 19:30 - 00:00'};https://www.happycow.net/reviews/pizzeria-carlos-madrid-407615;14.0;Ciudad Lineal
Pizzería Carlos - Calle Alcala;C de Alcalá, 238, Madrid, Spain, 28027;40.431766;-3.656941;1.0;4.0;['Italian', 'European'];0;Moderado;+34-911954554;https://www.pizzeriascarlos.es/;http://www.instagram.com/pizzeriascarlos;http://facebook.com/pizzeriascarlosoficial;{'Monday': '13:30 - 16:00, 19:30 - 23:30', 'Tuesday': '13:30 - 16:00, 19:30 - 23:30', 'Wednesday': '13:30 - 16:00, 19:30 - 23:30', 'Thursday': '13:30 - 16:00, 19:30 - 23:30', 'Friday': '13:30 - 16:00, 19:30 - 23:30', 'Saturday': '13:30 - 16:00, 19:30 - 23:30', 'Sunday': '13:30 - 16:00, 19:30 - 23:30'};https://www.happycow.net/reviews/pizzeria-carlos-madrid-421211;14.0;Ciudad Lineal
Salwa Cocina Libanesa;19 Avenida de Brasil, Madrid, Spain, 28020;40.457484;-3.693665;2.0;3.5;['Mediterranean', 'Middle Eastern'];1;Barato;+34-602116270;No website;No instagram;No facebook;{'Monday': '01:00 - 01:30', 'Tuesday': 'Closed', 'Wednesday': 'Closed', 'Thursday': 'Closed', 'Friday': 'Closed', 'Saturday': 'Closed', 'Sunday': 'Closed'};https://www.happycow.net/reviews/salwa-cocina-libanesa-madrid-340896;5.0;Tetuan
Le Pain Quotidien - Capitan Haya;Poeta Joan Maragall 26, Madrid, Spain, 28020;40.457854;-3.691879;2.0;4.0;['Mediterranean', 'European'];7;Moderado;+34-917705222;http://www.lepainquotidien.es/;No instagram;http://facebook.com/LePainQuotidien;{'Monday': '08:00 - 20:00', 'Tuesday': '08:00 - 20:00', 'Wednesday': '08:00 - 20:00', 'Thursday': '08:00 - 20:00', 'Friday': '08:00 - 00:00', 'Saturday': '09:00 - 00:00', 'Sunday': '09:00 - 20:00'};https://www.happycow.net/reviews/le-pain-quotidien-madrid-83343;5.0;Tetuan
I Malavoglia;C. del Camino de los Vinateros, 47, Madrid, Spain, 28030;40.410933;-3.654783;1.0;4.0;['Italian'];2;Moderado;+34-910391636;http://www.imalavoglia.es/;http://www.instagram.com/pizzeria_imalavoglia/;http://facebook.com/pizzeriaimalavoglia;{'Monday': 'Closed', 'Tuesday': '13:00 - 16:00, 19:30 - 00:00', 'Wednesday': '13:00 - 16:00, 20:00 - 23:30', 'Thursday': '13:00 - 16:00, 20:00 - 23:30', 'Friday': '13:00 - 16:00, 20:00 - 23:30', 'Saturday': '13:00 - 16:00, 20:00 - 23:30', 'Sunday': '13:00 - 16:00, 20:00 - 23:30'};https://www.happycow.net/reviews/i-malavoglia-madrid-378185;13.0;Moratalaz
La Regina Restaurante;57 Calle del Corazón de María, Madrid, Spain, 28002;40.447209;-3.666802;11.0;4.5;['Italian', 'Spanish'];16;Barato;+34-611722139;No website;http://www.instagram.com/laregina_restaurante;No facebook;{'Monday': '13:00 - 16:00, 20:00 - 23:00', 'Tuesday': '13:00 - 16:00, 20:00 - 23:00', 'Wednesday': '13:00 - 16:00, 20:00 - 23:00', 'Thursday': '13:00 - 16:00, 20:00 - 23:00', 'Friday': '13:00 - 16:00, 20:00 - 23:30', 'Saturday': '13:00 - 16:00, 20:00 - 23:30', 'Sunday': '13:00 - 16:00, 20:00 - 23:00'};https://www.happycow.net/reviews/la-regina-restaurante-madrid-300132;4.0;Chamartin
Parque Café;C de Víctor de la Serna, 1, Madrid, Spain, 28016;40.45228;-3.674052;1.0;4.0;['Spanish'];0;No price range;No phone number;No website;http://www.instagram.com/parque_;No facebook;{'Monday': '08:00 - 20:00', 'Tuesday': '08:00 - 20:00', 'Wednesday': '08:00 - 20:00', 'Thursday': '08:00 - 20:00', 'Friday': '08:00 - 20:00', 'Saturday': '08:00 - 20:00', 'Sunday': '08:00 - 20:00'};https://www.happycow.net/reviews/parque-cafe-madrid-409127;4.0;Chamartin
Los Nachos de Oro;7 Calle Virgen del Portillo, Madrid, Spain, 28027;40.435744;-3.654804;1.0;1.0;['Mexican'];0;Moderado;+34-911557309;http://www.losnachosdeoro.com/;No instagram;http://facebook.com/losnachosdeoro;{'Monday': '13:00 - 00:00', 'Tuesday': '13:00 - 00:00', 'Wednesday': '13:00 - 00:00', 'Thursday': '13:00 - 00:00', 'Friday': '13:00 - 00:00', 'Saturday': '13:00 - 00:00', 'Sunday': '13:00 - 00:00'};https://www.happycow.net/reviews/los-nachos-de-oro-madrid-243261;14.0;Ciudad Lineal
Domino's Pizza;Calle de Alcalá, 274, Madrid, Spain, 28017;40.432308;-3.653104;;3.5;['American', 'Italian'];0;Moderado;+34-913265238;https://www.dominospizza.es/tiendas-dominos-pizza/tiendas/Madrid-Calle-Alcala-274;No instagram;http://facebook.com/Dominos;{'Monday': '12:30 - 00:00', 'Tuesday': '12:30 - 00:00', 'Wednesday': '12:30 - 00:00', 'Thursday': '12:30 - 00:00', 'Friday': '12:30 - 00:30', 'Saturday': '12:30 - 00:30', 'Sunday': '12:30 - 00:00'};https://www.happycow.net/reviews/dominos-pizza-madrid-388002;14.0;Ciudad Lineal
Comic Planet;Av. de Alberto de Alcocer, 5, Madrid, Spain, 28036;40.459473;-3.688585;2.0;4.0;['American'];4;Barato;+34-915999659;http://www.comicplanet.es/;No instagram;No facebook;{'Horario': 'No hay horario'};https://www.happycow.net/reviews/comic-planet-madrid-227889;4.0;Chamartin
